"S_No","Average download speed (Mbit/s)","Postcode","Short Postcode","Town/City","District","County"
3955,49.5,"RH5 5TH","RH5 5","DORKING","MOLE VALLEY","SURREY"
3956,49.5,"RH5 5TH","RH5 5","DORKING","MOLE VALLEY","SURREY"
3957,49.5,"RH5 5TH","RH5 5","DORKING","MOLE VALLEY","SURREY"
3958,49.5,"RH5 5TH","RH5 5","DORKING","MOLE VALLEY","SURREY"
3959,43.2,"RH5 5TP","RH5 5","DORKING","MOLE VALLEY","SURREY"
3960,47.5,"RH5 6AF","RH5 6","DORKING","MOLE VALLEY","SURREY"
3961,47.5,"RH5 6AF","RH5 6","DORKING","MOLE VALLEY","SURREY"
3962,47.5,"RH5 6AF","RH5 6","DORKING","MOLE VALLEY","SURREY"
3963,33.5,"RH5 6BY","RH5 6","DORKING","MOLE VALLEY","SURREY"
3964,33.5,"RH5 6BY","RH5 6","DORKING","MOLE VALLEY","SURREY"
3965,4.6,"RH5 6EH","RH5 6","DORKING","MOLE VALLEY","SURREY"
3966,5.8,"RH5 6EL","RH5 6","DORKING","MOLE VALLEY","SURREY"
3967,5.8,"RH5 6EL","RH5 6","DORKING","MOLE VALLEY","SURREY"
3968,52.9,"RH5 6JE","RH5 6","DORKING","MOLE VALLEY","SURREY"
3969,2.8,"RH5 6JY","RH5 6","DORKING","MOLE VALLEY","SURREY"
3970,27,"RH5 6SA","RH5 6","DORKING","GUILDFORD","SURREY"
3971,27,"RH5 6SA","RH5 6","DORKING","GUILDFORD","SURREY"
3972,27,"RH5 6SA","RH5 6","DORKING","GUILDFORD","SURREY"
3973,27,"RH5 6SA","RH5 6","DORKING","GUILDFORD","SURREY"
3974,4.2,"RH5 6SP","RH5 6","DORKING","MOLE VALLEY","SURREY"
3975,64.3,"RH6 0AR","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3976,64.3,"RH6 0AR","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3977,64.3,"RH6 0AR","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3978,64.3,"RH6 0AR","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3979,56.5,"RH6 0AS","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3980,56.5,"RH6 0AS","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3981,56.5,"RH6 0AS","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3982,56.5,"RH6 0AS","RH6 0","HORLEY","REIGATE AND BANSTEAD","SURREY"
3983,56.5,"RH6 0AS","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3984,56.5,"RH6 0AS","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3985,38.7,"RH6 0AY","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3986,15.2,"RH6 0BT","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3987,57.6,"RH6 0BZ","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3988,35.4,"RH6 0DA","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3989,22.3,"RH6 0DB","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3990,58.8,"RH6 0DQ","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3991,58.8,"RH6 0DQ","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3992,34.7,"RH6 0DR","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3993,21.8,"RH6 0EB","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3994,21.8,"RH6 0EB","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3995,47.8,"RH6 0EF","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3996,47.8,"RH6 0EF","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3997,38.3,"RH6 0EH","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3998,38.3,"RH6 0EH","RH6 0","HORLEY","MOLE VALLEY","SURREY"
3999,38.3,"RH6 0EH","RH6 0","HORLEY","MOLE VALLEY","SURREY"
4000,38.3,"RH6 0EH","RH6 0","HORLEY","MOLE VALLEY","SURREY"
4001,19.5,"RH6 0EL","RH6 0","HORLEY","MOLE VALLEY","SURREY"
4002,19.5,"RH6 0EL","RH6 0","HORLEY","MOLE VALLEY","SURREY"
4003,6.9,"RH6 0EP","RH6 0","HORLEY","MOLE VALLEY","SURREY"
4004,16.5,"RH6 0ES","RH6 0","DORKING","MOLE VALLEY","SURREY"
4005,16.5,"RH6 0ES","RH6 0","DORKING","MOLE VALLEY","SURREY"
4006,16.5,"RH6 0ES","RH6 0","DORKING","MOLE VALLEY","SURREY"
4007,16.5,"RH6 0ES","RH6 0","DORKING","MOLE VALLEY","SURREY"
4008,16.5,"RH6 0ES","RH6 0","DORKING","MOLE VALLEY","SURREY"
4009,16.5,"RH6 0ES","RH6 0","DORKING","MOLE VALLEY","SURREY"
4010,26.3,"RH6 0HR","RH6 0","HORLEY","MOLE VALLEY","SURREY"
4011,26.3,"RH6 0HR","RH6 0","HORLEY","REIGATE AND BANSTEAD","SURREY"
4012,51.5,"RH6 0HX","RH6 0","HORLEY","MOLE VALLEY","SURREY"
4013,51.5,"RH6 0HX","RH6 0","HORLEY","MOLE VALLEY","SURREY"
4014,44.9,"RH6 0RB","RH6 0","HORLEY","REIGATE AND BANSTEAD","SURREY"
4015,44.9,"RH6 0RB","RH6 0","HORLEY","REIGATE AND BANSTEAD","SURREY"
4016,14.5,"RH6 9BD","RH6 9","HORLEY","TANDRIDGE","SURREY"
4017,37,"RH6 9JH","RH6 9","HORLEY","TANDRIDGE","SURREY"
4018,15.2,"RH6 9JP","RH6 9","HORLEY","TANDRIDGE","SURREY"
4019,3.6,"RH6 9LD","RH6 9","HORLEY","TANDRIDGE","SURREY"
4020,25.5,"RH6 9RD","RH6 9","HORLEY","TANDRIDGE","SURREY"
4021,25.5,"RH6 9RD","RH6 9","HORLEY","TANDRIDGE","SURREY"
4022,15.1,"RH6 9SD","RH6 9","HORLEY","TANDRIDGE","SURREY"
4023,15.1,"RH6 9SD","RH6 9","HORLEY","TANDRIDGE","SURREY"
4024,4.4,"RH6 9TE","RH6 9","HORLEY","TANDRIDGE","SURREY"
4025,4.4,"RH6 9TE","RH6 9","HORLEY","TANDRIDGE","SURREY"
4026,2.9,"RH6 9TG","RH6 9","HORLEY","TANDRIDGE","SURREY"
4027,2.9,"RH6 9TG","RH6 9","HORLEY","TANDRIDGE","SURREY"
4028,3.2,"RH6 9TJ","RH6 9","HORLEY","TANDRIDGE","SURREY"
4029,3.2,"RH6 9TJ","RH6 9","HORLEY","TANDRIDGE","SURREY"
4030,3.2,"RH6 9TJ","RH6 9","HORLEY","TANDRIDGE","SURREY"
4031,3.2,"RH6 9TJ","RH6 9","HORLEY","TANDRIDGE","SURREY"
4032,3.2,"RH6 9TJ","RH6 9","HORLEY","TANDRIDGE","SURREY"
4033,9.5,"RH7 6HS","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4034,10.6,"RH7 6HT","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4035,10.6,"RH7 6HT","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4036,10.6,"RH7 6HT","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4037,11.3,"RH7 6JF","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4038,11.3,"RH7 6JF","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4039,42.7,"RH7 6JJ","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4040,37.5,"RH7 6JL","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4041,30.2,"RH7 6JN","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4042,23.9,"RH7 6JX","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4043,23.9,"RH7 6JX","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4044,8,"RH7 6JZ","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4045,8,"RH7 6JZ","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4046,8,"RH7 6JZ","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4047,8,"RH7 6JZ","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4048,2.8,"RH7 6LR","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4049,47.6,"RH7 6PY","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4050,47.6,"RH7 6PY","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4051,47.6,"RH7 6PY","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4052,47.6,"RH7 6PY","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4053,47.6,"RH7 6PY","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4054,44,"RH7 6QU","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4055,23.4,"RH7 6QY","RH7 6","LINGFIELD","TANDRIDGE","SURREY"
4056,40.1,"RH8 0DR","RH8 0","OXTED","TANDRIDGE","SURREY"
4057,40.1,"RH8 0DR","RH8 0","OXTED","TANDRIDGE","SURREY"
4058,40.1,"RH8 0DR","RH8 0","OXTED","TANDRIDGE","SURREY"
4059,13.3,"RH8 0QL","RH8 0","OXTED","TANDRIDGE","SURREY"
4060,13.3,"RH8 0QL","RH8 0","OXTED","TANDRIDGE","SURREY"
4061,13.3,"RH8 0QL","RH8 0","OXTED","TANDRIDGE","SURREY"
4062,13.3,"RH8 0QL","RH8 0","OXTED","TANDRIDGE","SURREY"
4063,13.3,"RH8 0QL","RH8 0","OXTED","TANDRIDGE","SURREY"
4064,13.3,"RH8 0QL","RH8 0","OXTED","TANDRIDGE","SURREY"
4065,31.5,"RH8 9BZ","RH8 9","OXTED","TANDRIDGE","SURREY"
4066,31.5,"RH8 9BZ","RH8 9","OXTED","TANDRIDGE","SURREY"
4067,31.5,"RH8 9BZ","RH8 9","OXTED","TANDRIDGE","SURREY"
4068,31.5,"RH8 9BZ","RH8 9","OXTED","TANDRIDGE","SURREY"
4069,31.5,"RH8 9BZ","RH8 9","OXTED","TANDRIDGE","SURREY"
4070,31.5,"RH8 9BZ","RH8 9","OXTED","TANDRIDGE","SURREY"
4071,31.5,"RH8 9BZ","RH8 9","OXTED","TANDRIDGE","SURREY"
4072,6.6,"RH8 9NH","RH8 9","OXTED","TANDRIDGE","SURREY"
4073,3.1,"RH8 9NN","RH8 9","OXTED","TANDRIDGE","SURREY"
4074,3.1,"RH8 9NN","RH8 9","OXTED","TANDRIDGE","SURREY"
4075,3.1,"RH8 9NS","RH8 9","OXTED","TANDRIDGE","SURREY"
4076,3.1,"RH8 9NY","RH8 9","OXTED","TANDRIDGE","SURREY"
4077,5.5,"RH8 9PH","RH8 9","OXTED","TANDRIDGE","SURREY"
4078,5.5,"RH8 9PH","RH8 9","OXTED","TANDRIDGE","SURREY"
4079,5.5,"RH8 9PH","RH8 9","OXTED","TANDRIDGE","SURREY"
4080,5.5,"RH8 9PH","RH8 9","OXTED","TANDRIDGE","SURREY"
4081,5.5,"RH8 9PH","RH8 9","OXTED","TANDRIDGE","SURREY"
4082,5.5,"RH8 9PH","RH8 9","OXTED","TANDRIDGE","SURREY"
4083,33.2,"RH9 8EN","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4084,39.2,"RH9 8EZ","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4085,39.2,"RH9 8EZ","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4086,39.2,"RH9 8EZ","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4087,39.2,"RH9 8EZ","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4088,39.2,"RH9 8EZ","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4089,39.2,"RH9 8EZ","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4090,39.2,"RH9 8EZ","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4091,39.2,"RH9 8EZ","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4092,21.3,"RH9 8JB","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4093,12.9,"RH9 8JE","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4094,36,"RH9 8JQ","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4095,3.6,"RH9 8JR","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4096,10.5,"RH9 8JS","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4097,10.5,"RH9 8JS","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4098,3.9,"RH9 8JW","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4099,72.3,"RH9 8JY","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4100,22.5,"RH9 8LE","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4101,18.6,"RH9 8LH","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4102,18.6,"RH9 8LH","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4103,45.2,"RH9 8LQ","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4104,9.3,"RH9 8NN","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4105,9.3,"RH9 8NN","RH9 8","GODSTONE","TANDRIDGE","SURREY"
4106,46,"SL5 0EP","SL5 0","ASCOT","SURREY HEATH","SURREY"
4107,16.3,"SL5 0LA","SL5 0","ASCOT","RUNNYMEDE","SURREY"
4108,16.3,"SL5 0LA","SL5 0","ASCOT","RUNNYMEDE","SURREY"
4109,47.3,"SL5 9QN","SL5 9","ASCOT","SURREY HEATH","SURREY"
4110,48.2,"TN11 0BA","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4111,46,"TN11 0DJ","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4112,37.7,"TN11 0HP","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4113,17.5,"TN11 0JJ","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4114,17.5,"TN11 0JJ","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4115,16.4,"TN11 0JU","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4116,18.4,"TN11 0LA","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4117,1.4,"TN11 0PQ","TN11 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4118,39.5,"TN11 0RF","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4119,10.1,"TN11 8AT","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4120,25.7,"TN11 8DF","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4121,28.2,"TN11 8DY","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4122,28.2,"TN11 8DY","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4123,38.1,"TN11 8DZ","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4124,38.1,"TN11 8DZ","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4125,38.1,"TN11 8DZ","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4126,38.1,"TN11 8DZ","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4127,38.1,"TN11 8DZ","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4128,12,"TN11 8EX","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4129,19.7,"TN11 8HN","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4130,21.9,"TN11 8HY","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4131,35.8,"TN11 8LD","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4132,35.8,"TN11 8LD","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4133,13.2,"TN11 8NJ","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4134,13.2,"TN11 8NJ","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4135,17.6,"TN11 8NQ","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4136,9.8,"TN11 8NU","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4137,9.8,"TN11 8NU","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4138,13.8,"TN11 8NX","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4139,9.8,"TN11 8NZ","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4140,10.3,"TN11 8PT","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4141,10.3,"TN11 8PT","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4142,24.9,"TN11 8PY","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4143,27.9,"TN11 8QB","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4144,27.9,"TN11 8QB","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4145,35.3,"TN11 8RL","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4146,42.3,"TN11 8RT","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4147,42.2,"TN11 8RW","TN11 ","TONBRIDGE","SEVENOAKS","KENT"
4148,69,"TN11 9BS","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4149,69,"TN11 9BS","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4150,69,"TN11 9BS","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4151,69,"TN11 9BS","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4152,69,"TN11 9BS","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4153,69,"TN11 9BS","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4154,69,"TN11 9BS","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4155,19.5,"TN11 9LF","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4156,16.7,"TN11 9LJ","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4157,603.7,"TN11 9RU","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4158,3.3,"TN11 9SR","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4159,3.3,"TN11 9SR","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4160,3.3,"TN11 9SR","TN11 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4161,45,"TN12 0AB","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4162,39.4,"TN12 0AD","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4163,27.9,"TN12 0AH","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4164,27.9,"TN12 0AH","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4165,43,"TN12 0AN","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4166,43,"TN12 0AN","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4167,26.9,"TN12 0AX","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4168,26.9,"TN12 0AX","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4169,26.9,"TN12 0AX","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4170,30.8,"TN12 0DH","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4171,11.1,"TN12 0DL","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4172,17.6,"TN12 0DZ","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4173,5.3,"TN12 0ED","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4174,35.6,"TN12 0EP","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4175,35.6,"TN12 0EP","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4176,35.6,"TN12 0EP","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4177,35.6,"TN12 0EP","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4178,35.6,"TN12 0EP","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4179,35.6,"TN12 0EP","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4180,12.2,"TN12 0HB","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4181,12.2,"TN12 0HB","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4182,14.1,"TN12 0JD","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4183,26.4,"TN12 0JL","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4184,26.4,"TN12 0JL","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4185,19,"TN12 0JW","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4186,19,"TN12 0JW","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4187,45.4,"TN12 0QE","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4188,28.9,"TN12 0QF","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4189,28.9,"TN12 0QF","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4190,32.9,"TN12 0QR","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4191,8.5,"TN12 0RJ","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4192,8.5,"TN12 0RJ","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4193,8.5,"TN12 0RJ","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4194,18.9,"TN12 0RS","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4195,18.9,"TN12 0RS","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4196,11,"TN12 0RW","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4197,11,"TN12 0RW","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4198,39,"TN12 5AE","TN12 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4199,37.5,"TN12 5HQ","TN12 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4200,20.6,"TN12 5HW","TN12 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4201,20.6,"TN12 5HW","TN12 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4202,43,"TN12 5HX","TN12 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4203,32.4,"TN12 5HZ","TN12 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4204,14.3,"TN12 5LQ","TN12 ","TONBRIDGE","TONBRIDGE AND MALLING","KENT"
4205,30.4,"TN12 6DB","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4206,30.4,"TN12 6DB","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4207,30.4,"TN12 6DB","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4208,30.4,"TN12 6DB","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4209,39,"TN12 6EA","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4210,16.7,"TN12 6ND","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4211,16.7,"TN12 6ND","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4212,9.2,"TN12 6PA","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4213,9.2,"TN12 6PA","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4214,18.1,"TN12 6PB","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4215,4.7,"TN12 6PJ","TN12 ","TONBRIDGE","MAIDSTONE","KENT"
4216,35,"TN12 6QL","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4217,32,"TN12 6QU","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4218,32,"TN12 6QU","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4219,32,"TN12 6QU","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4220,30.6,"TN12 6RB","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4221,4.7,"TN12 6SD","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4222,9.6,"TN12 6SE","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4223,9.6,"TN12 6SE","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4224,9.6,"TN12 6SE","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4225,3.6,"TN12 6SU","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4226,35.2,"TN12 6SY","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4227,35.2,"TN12 6SY","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4228,35.2,"TN12 6SY","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4229,12.3,"TN12 7AH","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4230,12.3,"TN12 7AH","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4231,12.3,"TN12 7AH","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4232,12.3,"TN12 7AH","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4233,12.3,"TN12 7AH","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4234,12.3,"TN12 7AH","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4235,12.3,"TN12 7AH","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4236,12.3,"TN12 7AH","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4237,12.3,"TN12 7AH","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4238,13.5,"TN12 7AJ","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4239,6.2,"TN12 7AS","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4240,15.7,"TN12 7AT","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4241,15.8,"TN12 7BN","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4242,15.9,"TN12 7BP","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4243,6.3,"TN12 7DE","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4244,4.8,"TN12 7DG","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4245,4.8,"TN12 7DG","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4246,4.8,"TN12 7DG","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4247,6.1,"TN12 7EW","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4248,6.1,"TN12 7EW","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4249,30.3,"TN12 7JA","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4250,47.8,"TN12 7JR","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4251,47.8,"TN12 7JR","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4252,48,"TN12 7LT","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4253,48,"TN12 7LT","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4254,47.3,"TN12 7LX","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4255,32.6,"TN12 7NR","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4256,44.3,"TN12 7PA","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4257,44.3,"TN12 7PA","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
4258,20.9,"TN12 7PR","TN12 ","TONBRIDGE","TUNBRIDGE WELLS","KENT"
